"Firstname","Lastname","gender","Party","Organization","Job","Date_Start","Date_End","Classification","Interval","Income_Min","Income_Max","Edit_URL"
"Caren","Marks","female","SPD","Pro Familia - Landesverband Niedersachsen","Vorsitzende","","11/30/2013 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/178627/edit"
"Caren","Marks","female","SPD","Gemeinde Wedemark","Mitglied des Gemeinderates","","","","0","","","https://www.abgeordnetenwatch.de/node/180606/edit"
"Caren","Marks","female","SPD","Gemeinde Wedemark","Mitglied des Ortsrates Mellendorf/Gailhof","","12/30/2013 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/180607/edit"
"Patricia","Lips","female","CDU","Stadt Rödermark","Mitglied der Stadtverordnetenversammlung","","12/31/2013 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/178293/edit"
"Burkhard","Lischka","male","SPD","Magdeburger Hafen GmbH","Mitglied des Aufsichtsrates","","7/10/2014 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/178598/edit"
"Burkhard","Lischka","male","SPD","Wohnungsbaugesellschaft Magdeburg mbH","Mitglied der Gesellschafterversammlung","","","","0","","","https://www.abgeordnetenwatch.de/node/178599/edit"
"Burkhard","Lischka","male","SPD","Stadt Magdeburg","Mitglied des Stadtrates","","","","0","","","https://www.abgeordnetenwatch.de/node/178600/edit"
"Burkhard","Lischka","male","SPD","Volkshochschule Magdeburg","Vorsitzender des Beirates","","7/10/2014 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/178601/edit"
"Burkhard","Lischka","male","SPD","Literaturhaus Magdeburg","Stellv. Vorsitzender","","","","0","","","https://www.abgeordnetenwatch.de/node/178603/edit"
"Burkhard","Lischka","male","SPD","Magdeburger Bündnis 50Plus","Vorsitzender","","","","0","","","https://www.abgeordnetenwatch.de/node/178604/edit"
"Gabriele","Lösekrug-Möller","female","SPD","Arbeitskreis Evangelische Familienerholung","Vorsitzende","","","","0","","","https://www.abgeordnetenwatch.de/node/177176/edit"
"Gabriele","Lösekrug-Möller","female","SPD","Bundesarbeitsgemeinschaft Familienerholung","Vorsitzende","","","","0","","","https://www.abgeordnetenwatch.de/node/177177/edit"
"Gabriele","Lösekrug-Möller","female","SPD","Landesverband niedersächsischer Musikschulen e.V.","Präsidentin","","","","0","","","https://www.abgeordnetenwatch.de/node/177178/edit"
"Hiltrud","Lotze","female","SPD","Bundesministerium der Finanzen","Stellv. Mitglied des Beirates für die grafische Gestaltung der Sonderpostwertzeichen","","","","0","","","https://www.abgeordnetenwatch.de/node/178860/edit"
"Hiltrud","Lotze","female","SPD","Hansestadt Lüneburg","Mitglied des Stadtrates","","","","0","","","https://www.abgeordnetenwatch.de/node/178861/edit"
"Hiltrud","Lotze","female","SPD","Stiftung Archiv der Parteien und Massenorganisationen der DDR im Bundesarchiv (SAPMO)","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/178862/edit"
"Hiltrud","Lotze","female","SPD","Stiftung Deutsches Historisches Museum (DHM)","Stellv. Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/178863/edit"
"Hiltrud","Lotze","female","SPD","""Stiftung Flucht, Vertreibung, Versöhnung""","Mitglied des Stiftungsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/178864/edit"
"Hiltrud","Lotze","female","SPD","Stiftung Haus der Geschichte der Bundesrepublik Deutschland","Mitglied des Stiftungsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/178865/edit"
"Hiltrud","Lotze","female","SPD","Lüneburger Assistenz e.V.","Beisitzerin des Vorstandes","","","","0","","","https://www.abgeordnetenwatch.de/node/178866/edit"
"Andrea","Lindholz","female","CSU","""Bayerisches Rotes Kreuz, Kreisverband Aschaffenburg""","Stellv. Vorsitzende","","","","0","","","https://www.abgeordnetenwatch.de/node/179103/edit"
"Andrea","Lindholz","female","CSU","Gemeinde Goldbach","Mitglied des Gemeinderates","","9/30/2014 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/179104/edit"
"Andrea","Lindholz","female","CSU","Landkreis Aschaffenburg","Mitglied des Kreistages","","","","0","","","https://www.abgeordnetenwatch.de/node/179105/edit"
"Andrea","Lindholz","female","CSU","Landkreis Aschaffenburg","Stellv. Landrätin","","3/31/2014 0:00:00","1","1","""4,000""","""14,000""","https://www.abgeordnetenwatch.de/node/179106/edit"
"Andrea","Lindholz","female","CSU","Fränkische Musiktage - Internationales Chor Forum e.V.","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/179107/edit"
"Andrea","Lindholz","female","CSU","Stiftung Haus Mirjam","Mitglied des Stiftungsrates","","3/31/2014 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/179108/edit"
"Andrea","Lindholz","female","CSU","Stiftung Weg der Hoffnung","Mitglied des Stiftungsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/179109/edit"
"Andrea","Lindholz","female","CSU","Technisches Hilfswerk-Helfervereinigung Aschaffenburg e.V.","Beisitzerin des Vorstandes","","","","0","","","https://www.abgeordnetenwatch.de/node/179110/edit"
"Andrea","Lindholz","female","CSU","Rechtsanwälte Lindholz GbR","","","","","0","","","https://www.abgeordnetenwatch.de/node/179111/edit"
"Uwe","Lagosky","male","CDU","Gemeinde Cremlingen","""Mitglied des Gemeinderates, Fraktionsvorsitzender und Mitglied des Ortsrates Abbenrode""","","","","0","","","https://www.abgeordnetenwatch.de/node/179149/edit"
"Uwe","Lagosky","male","CDU","Landkreis Wolfenbüttel","Mitglied des Kreistages","","","","0","","","https://www.abgeordnetenwatch.de/node/179150/edit"
"Uwe","Lagosky","male","CDU","Wasserverband Weddel-Lehre","Mitglied der Verbandsversammlung","","","","0","","","https://www.abgeordnetenwatch.de/node/179151/edit"
"Karl A.","Lamers","male","CDU","Amerikanisch-Europäischer Freundschaftsclub Heidelberg e.V.","Präsident","","11/30/2014 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/179320/edit"
"Karl A.","Lamers","male","CDU","Deutsche Atlantische Gesellschaft e.V.","Vizepräsident","","","","0","","","https://www.abgeordnetenwatch.de/node/179321/edit"
"Karl A.","Lamers","male","CDU","Deutsche Stiftung Friedensforschung (DSF)","Mitglied des Stiftungsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/179322/edit"
"Karl A.","Lamers","male","CDU","Heidelberger Stiftung Chirurgie","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/179323/edit"
"Karl A.","Lamers","male","CDU","Mid Atlantic Club Berlin e.V.","Präsident","","3/31/2015 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/179328/edit"
"Karl A.","Lamers","male","CDU","Stiftung Reichspräsident-Friedrich-Ebert-Gedenkstätte","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/179331/edit"
"Christian","Lange","male","SPD","Atlantik-Brücke e.V.","Mitglied des Vorstandes","","","","0","","","https://www.abgeordnetenwatch.de/node/179299/edit"
"Christian","Lange","male","SPD","Deutsche Stiftung für internationale rechtliche Zusammenarbeit e.V. (IRZ)","Stellv. Vorsitzender des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/179302/edit"
"Christian","Lange","male","SPD","Deutsch-Israelische Gesellschaft e.V.","Vizepräsident","","","","0","","","https://www.abgeordnetenwatch.de/node/179303/edit"
"Christian","Lange","male","SPD","Deutsch-Portugiesische Gesellschaft e.V.","Mitglied des Beirates","","","","0","","","https://www.abgeordnetenwatch.de/node/179306/edit"
"Christian","Lange","male","SPD","Festival Europäische Kirchenmusik","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/179307/edit"
"Christian","Lange","male","SPD","Forum Region Stuttgart e.V.","Mitglied des Kuratoriums","","10/7/2015 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/179309/edit"
"Christian","Lange","male","SPD","Kunststiftung Baden-Württemberg","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/179311/edit"
"Christian","Lange","male","SPD","GbR Mörikestr. 17","","","","","0","","","https://www.abgeordnetenwatch.de/node/179312/edit"
"Helga","Kühn-Mengel","female","SPD","Zentrum für Frühbehandlung und Frühförderung gemeinnützige GmbH","Mitglied des Vorstandes","","","","0","","","https://www.abgeordnetenwatch.de/node/179552/edit"
"Helga","Kühn-Mengel","female","SPD","Aktion Psychisch Kranke e.V. (APK)","Mitglied des Vorstandes","","","","0","","","https://www.abgeordnetenwatch.de/node/179553/edit"
"Helga","Kühn-Mengel","female","SPD","Arbeiterwohlfahrt Bezirksverband Mittelrhein e.V.","Mitglied des Vorstandes","","","","0","","","https://www.abgeordnetenwatch.de/node/179554/edit"
"Helga","Kühn-Mengel","female","SPD","Arbeiterwohlfahrt Bundesverband e.V.","Mitglied des Präsidiums","","","","0","","","https://www.abgeordnetenwatch.de/node/179555/edit"
"Helga","Kühn-Mengel","female","SPD","Arbeiterwohlfahrt Regionalverband Rhein-Erft & Euskirchen e.V.","Vorsitzende","","","","0","","","https://www.abgeordnetenwatch.de/node/179556/edit"
"Helga","Kühn-Mengel","female","SPD","Brühler Museumsgesellschaft e.V.","Vorsitzende","","","","0","","","https://www.abgeordnetenwatch.de/node/179557/edit"
"Helga","Kühn-Mengel","female","SPD","Bundesvereinigung Prävention und Gesundheitsförderung e.V. (BVPG)","Präsidentin","","","","0","","","https://www.abgeordnetenwatch.de/node/179563/edit"
"Helga","Kühn-Mengel","female","SPD","Elly Heuss-Knapp Stiftung - Deutsches Müttergenesungswerk","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/179565/edit"
"Helga","Kühn-Mengel","female","SPD","Forschungsgemeinschaft Der köperbehinderte Mensch e.V.","Vorsitzende","","","","0","","","https://www.abgeordnetenwatch.de/node/179568/edit"
"Helga","Kühn-Mengel","female","SPD","Hospizverein Brühl e.V.","Mitglied des Vorstandes","","","","0","","","https://www.abgeordnetenwatch.de/node/179570/edit"
"Helga","Kühn-Mengel","female","SPD","Institut für Sozialarbeit und Sozialpädagogik e.V.","Mitglied des Vorstandes","","","","0","","","https://www.abgeordnetenwatch.de/node/179572/edit"
"Michael","Kretschmer","male","CDU","Landkreis Görlitz","Mitglied des Kreistages","","","","0","","","https://www.abgeordnetenwatch.de/node/178317/edit"
"Michael","Kretschmer","male","CDU","Bundesverband Deutscher Stiftungen e.V.","Mitglied des Parlamentarischen Beirates","","","","0","","","https://www.abgeordnetenwatch.de/node/178319/edit"
"Michael","Kretschmer","male","CDU","Deutsch-Polnische Gesellschaft Bundesverband e.V.","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/178320/edit"
"Michael","Kretschmer","male","CDU","Diakoniewerk Oberlausitz e.V.","Mitglied des Verwaltungsrates","","12/17/2015 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/178322/edit"
"Michael","Kretschmer","male","CDU","Evangelisches Studienwerk e.V. Villigst","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/178324/edit"
"Michael","Kretschmer","male","CDU","Förderverein Fürst-Pückler-Park Bad Muskau e.V.","Vorsitzender","","","","0","","","https://www.abgeordnetenwatch.de/node/178326/edit"
"Michael","Kretschmer","male","CDU","Hermann von Helmholtz-Gemeinschaft Deutscher Forschungszentren e.V.","Mitglied des Senats","","","","0","","","https://www.abgeordnetenwatch.de/node/178328/edit"
"Michael","Kretschmer","male","CDU","Internationales Begegnungszentrum St. Marienthal","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/178329/edit"
"Michael","Kretschmer","male","CDU","Max-Planck-Institut für Physik komplexer Systeme","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/178331/edit"
"Michael","Kretschmer","male","CDU","Senckenberg Gesellschaft für Naturforschung","Mitglied des Verwaltungsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/178332/edit"
"Michael","Kretschmer","male","CDU","Stiftung Sachsen - Land der Ingenieure","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/178334/edit"
"Michael","Kretschmer","male","CDU","Wissenschaftsgemeinschaft Gottfried Wilhelm Leibniz e.V.","Mitglied des Senats","","","","0","","","https://www.abgeordnetenwatch.de/node/178335/edit"
"Lars","Klingbeil","male","SPD","Quadriga Hochschule GmbH","","","","","0","","","https://www.abgeordnetenwatch.de/node/179279/edit"
"Lars","Klingbeil","male","SPD","Stadtwerke Munster-Bispingen GmbH","Mitglied des Aufsichtsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/179280/edit"
"Lars","Klingbeil","male","SPD","""Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen""","Stellv. Mitglied des Beirates","","","","0","","","https://www.abgeordnetenwatch.de/node/179284/edit"
"Lars","Klingbeil","male","SPD","Landkreis Heidekreis","Mitglied des Kreistages","","","","0","","","https://www.abgeordnetenwatch.de/node/179285/edit"
"Lars","Klingbeil","male","SPD","Stadt Münster","Mitglied des Stadtrates","","9/11/2016 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/179286/edit"
"Lars","Klingbeil","male","SPD","Deutschland-Russland - Die neue Generation e.V.","Trustee","","","","0","","","https://www.abgeordnetenwatch.de/node/179287/edit"
"Lars","Klingbeil","male","SPD","Förderkreis Deutsches Heer e.V.","Mitglied des Präsidiums","","","","0","","","https://www.abgeordnetenwatch.de/node/179288/edit"
"Lars","Klingbeil","male","SPD","Soldaten und Veteranen Stiftung (SVS)","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/179289/edit"
"Lars","Klingbeil","male","SPD","Stiftung Sankt Barbara","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/179290/edit"
"Gabriele","Katzmarek","female","SPD","Mannheimer Stadtreklame GmbH","Mitglied des Aufsichtsrates","","11/19/2013 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/178769/edit"
"Gabriele","Katzmarek","female","SPD","MVV GmbH","Mitglied des Aufsichtsrates","","11/19/2013 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/178770/edit"
"Gabriele","Katzmarek","female","SPD","Rhein-Neckar-Flugplatz GmbH","Mitglied des Aufsichtsrates","","11/19/2013 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/178771/edit"
"Gabriele","Katzmarek","female","SPD","Agentur für Arbeit","Mitglied des Beirates","","4/30/2014 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/178772/edit"
"Gabriele","Katzmarek","female","SPD","Gemeinde Mannheim","Mitglied des Gemeinderates","","11/19/2013 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/178773/edit"
"Gabriele","Katzmarek","female","SPD","JobCenter gemeinsame Einrichtung","Mitglied des Beirates","","11/19/2013 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/178774/edit"
"Gabriele","Katzmarek","female","SPD","Verband Region Rhein-Neckar","Mitglied der Verbandsversammlung","","4/30/2014 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/178775/edit"
"Volker","Kauder","male","CDU","Konrad-Adenauer-Stiftung e.V.","Mitglied des Vorstandes","","","","0","","","https://www.abgeordnetenwatch.de/node/177938/edit"
"Volker","Kauder","male","CDU","Psychosozialer Förderkreis Tuttlingen e.V.","Ehrenvorsitzender","","","","0","","","https://www.abgeordnetenwatch.de/node/177939/edit"
"Volker","Kauder","male","CDU","Stiftung für Grundwerte und Völkerverständigung","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/177940/edit"
"Ulrich Wolfgang","Kelber","male","SPD","Gesellschaft für Energie- und Gebäudemanagement GmbH","Mitglied des Aufsichtsrates","","12/31/2013 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/177047/edit"
"Ulrich Wolfgang","Kelber","male","SPD","Stadtwerke Bonn Energie und Wasser GmbH","Mitglied des Aufsichtsrates","","12/31/2013 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/177048/edit"
"Ulrich Wolfgang","Kelber","male","SPD","VPV Versicherungen VVaG","Mitglied des Beirates","","12/31/2013 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/177049/edit"
"Ulrich Wolfgang","Kelber","male","SPD","""Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen""","Stellv. Mitglied des Beirates","","2/13/2014 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/177051/edit"
"Ulrich Wolfgang","Kelber","male","SPD","Alexander-Koenig-Gesellschaft e.V.","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/177052/edit"
"Ulrich Wolfgang","Kelber","male","SPD","Bundesverband BioEnergie e.V. (BBE)","Mitglied des Politisch/Wissenschaftlichen Beirat","","12/31/2013 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/177054/edit"
"Ulrich Wolfgang","Kelber","male","SPD","Bundesverband Erneuerbare Energie e.V. (BEE)","Mitglied des Parlamentarischen Beirates","","12/31/2013 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/177057/edit"
"Ulrich Wolfgang","Kelber","male","SPD","Bürger für Beethoven e.V.","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/177058/edit"
"Ulrich Wolfgang","Kelber","male","SPD","Forum Ökologisch-Soziale Marktwirtschaft e.V. (FÖS)","Mitglied des Beirates","","","","0","","","https://www.abgeordnetenwatch.de/node/177059/edit"
"Ulrich Wolfgang","Kelber","male","SPD","HELP - Hilfe zur Selbsthilfe e.V.","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/177061/edit"
"Ulrich Wolfgang","Kelber","male","SPD","Mid-Atlantik Club Bonn e.V.","Mitglied des Vorstandes","","2/3/2016 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/177062/edit"
"Ulrich Wolfgang","Kelber","male","SPD","Otto Benecke Stiftung e.V.","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/177063/edit"
"Ulrich Wolfgang","Kelber","male","SPD","Stiftung Bundeskanzler-Adenauer-Haus","Mitglied des Kuratoriums","","2/11/2014 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/177065/edit"
"Ulrich Wolfgang","Kelber","male","SPD","Stiftung Entwicklung und Frieden (SEF)","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/177066/edit"
"Johannes","Kahrs","male","SPD","ROCKWOOL Beteiligungs GmbH","Mitglied des politischen Beirates","","","4","12","""45,000""","""90,000""","https://www.abgeordnetenwatch.de/node/179633/edit"
"Johannes","Kahrs","male","SPD","Deutsches Nationalkomitee für Denkmalschutz","Mitglied des Präsidiums","","","","0","","","https://www.abgeordnetenwatch.de/node/179634/edit"
"Johannes","Kahrs","male","SPD","Kulturakademie Tarabya","Mitglied des Beirates","","","","0","","","https://www.abgeordnetenwatch.de/node/179635/edit"
"Johannes","Kahrs","male","SPD","Stiftung Jüdisches Museum Berlin","Stellv. Mitglied des Stiftungsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/179636/edit"
"Johannes","Kahrs","male","SPD","Bundesstiftung Magnus Hirschfeld","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/179637/edit"
"Johannes","Kahrs","male","SPD","Deutsch-Aserbaidschanisches Forum e.V.","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/179638/edit"
"Johannes","Kahrs","male","SPD","Deutsche Atlantische Gesellschaft e.V.","Mitglied des Präsidiums und Schatzmeister","","","","0","","","https://www.abgeordnetenwatch.de/node/179639/edit"
"Johannes","Kahrs","male","SPD","Deutsche Parlamentarische Gesellschaft e.V.","Schatzmeister","","","","0","","","https://www.abgeordnetenwatch.de/node/179640/edit"
"Johannes","Kahrs","male","SPD","Förderkreis Deutsches Heer e.V.","Mitglied des Präsidiums","","12/31/2015 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/179641/edit"
"Johannes","Kahrs","male","SPD","Förderverein Sicherheitspolitik an Hochschulen e.V.","Mitglied des Beirates","","","","0","","","https://www.abgeordnetenwatch.de/node/179642/edit"
"Johannes","Kahrs","male","SPD","Fröbel e.V.","Mitglied des Aufsichtsrates","","","","0","","","https://www.abgeordnetenwatch.de/node/179643/edit"
"Johannes","Kahrs","male","SPD","Kurt-Schumacher-Gesellschaft e.V.","Vorsitzender","","","","0","","","https://www.abgeordnetenwatch.de/node/179644/edit"
"Johannes","Kahrs","male","SPD","Otto-von-Bismarck-Stiftung","Stellv. Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/179645/edit"
"Johannes","Kahrs","male","SPD","""Reichsbanner Schwarz-Rot-Gold, Bund aktiver Demokraten e.V.""","Vorsitzender","","","","0","","","https://www.abgeordnetenwatch.de/node/179646/edit"
"Johannes","Kahrs","male","SPD","Stiftung Schifffahrtsstandort Deutschland","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/179647/edit"
"Franz-Josef","Holzenkamp","male","CDU","AGRAVIS Raiffeisen AG","Vorsitzender des Aufsichtsrates","6/1/2016 0:00:00","","3","1","""77,000""","""165,000""","https://www.abgeordnetenwatch.de/node/176840/edit"
"Franz-Josef","Holzenkamp","male","CDU","LVM Landwirtschaftlicher Versicherungsverein Münster a.G.","Vorstandsbeirat","","6/30/2016 0:00:00","1","1","""31,000""","""108,500""","https://www.abgeordnetenwatch.de/node/176841/edit"
"Franz-Josef","Holzenkamp","male","CDU","LVM-Krankenversicherungs AG","Mitglied des Aufsichtsrates","","","3","12","""21,000""","""45,000""","https://www.abgeordnetenwatch.de/node/176842/edit"
"Franz-Josef","Holzenkamp","male","CDU","LVM-Lebensversicherungs AG","Mitglied des Aufsichtsrates","","","3","12","""21,000""","""45,000""","https://www.abgeordnetenwatch.de/node/176843/edit"
"Franz-Josef","Holzenkamp","male","CDU","Marketinggesellschaft der niedersächsischen Land- und Ernährungswirtschaft e.V.","Vorsitzender des Vorstandes","","1/22/2015 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/176844/edit"
"Franz-Josef","Holzenkamp","male","CDU","Christoph Holzenkamp GbR","Beteiligungen an Kapital- oder Personengesellschaften","","6/30/2015 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/176845/edit"
"Franz-Josef","Holzenkamp","male","CDU","Wiltrud Holzenkamp GbR","Beteiligungen an Kapital- oder Personengesellschaften","","","","0","","","https://www.abgeordnetenwatch.de/node/176846/edit"
"Franz-Josef","Holzenkamp","male","CDU","WKA Holzenkamp GmbH & Co. KG","Beteiligungen an Kapital- oder Personengesellschaften","","","","0","","","https://www.abgeordnetenwatch.de/node/176847/edit"
"Alexander","Hoffmann","male","CSU","Marktgemeinde Zellingen","Mitglied des Gemeinderates","","","","0","","","https://www.abgeordnetenwatch.de/node/178481/edit"
"Alexander","Hoffmann","male","CSU","Verwaltungsgemeinschaft Zellingen","Mitglied der Gemeinschaftsversammlung","","","","0","","","https://www.abgeordnetenwatch.de/node/178482/edit"
"Marcus","Held","male","SPD","Gemeinnützige Wohnungsbaugenossenschaft eG (GWG)","Mitglied des Vorstandes","","","","0","","","https://www.abgeordnetenwatch.de/node/177502/edit"
"Marcus","Held","male","SPD","Stadt Oppenheim","Bürgermeister","","","1","1","""42,000""","""147,000""","https://www.abgeordnetenwatch.de/node/177503/edit"
"Marcus","Held","male","SPD","Verbandsgemeinde Rhein-Selz","""1. Beigeordneter, Beauftragter für das Hallenbad""","","8/1/2014 0:00:00","1","1","""9,000""","""31,500""","https://www.abgeordnetenwatch.de/node/177505/edit"
"Marcus","Held","male","SPD","Stiftung Zivilhospital","Vorsitzender der Stiftungskommission","","","","0","","","https://www.abgeordnetenwatch.de/node/177506/edit"
"Barbara","Hendricks","female","SPD","Volksfürsorge Deutsche Lebensversicherung AG","Mitglied des Beirates","","12/17/2013 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/176876/edit"
"Barbara","Hendricks","female","SPD","Bundeszentrale für politische Bildung","Mitglied des Kuratoriums","","1/15/2014 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/176877/edit"
"Barbara","Hendricks","female","SPD","Aktion pro Humanität e.V.","Mitglied des Kuratoriums","","","","0","","","https://www.abgeordnetenwatch.de/node/176880/edit"
"Barbara","Hendricks","female","SPD","Bundesstiftung Magnus Hirschfeld","Mitglied des Kuratoriums","","1/15/2014 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/176883/edit"
"Barbara","Hendricks","female","SPD","Deutsch-Niederländische Konferenz","Mitglied des Deutschen Lenkungsausschusses","","","","0","","","https://www.abgeordnetenwatch.de/node/176892/edit"
"Barbara","Hendricks","female","SPD","Forum Ökologisch-Soziale Marktwirtschaft e.V. (FÖS)","Mitglied des Beirates","","1/15/2014 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/176893/edit"
"Barbara","Hendricks","female","SPD","Freundeskreis Willy-Brandt-Haus e.V.","Vorsitzende","","10/31/2014 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/176895/edit"
"Barbara","Hendricks","female","SPD","Katholischer Deutscher Frauenbund e.V.","Mitglied des Kuratoriums","","1/15/2014 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/176896/edit"
"Barbara","Hendricks","female","SPD","Kulturforum der Sozialdemokratie","Mitglied des Vorstandes","","5/15/2014 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/176897/edit"
"Barbara","Hendricks","female","SPD","Zentralkomitee der deutschen Katholiken (ZdK)","Mitglied der Vollversammlung","","","","0","","","https://www.abgeordnetenwatch.de/node/176898/edit"
"Barbara","Hendricks","female","SPD","Deutsche Druck- und Verlagsgesellschaft mbH","","","12/17/2013 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/176902/edit"
"Barbara","Hendricks","female","SPD","Konzentration GmbH","","","12/17/2013 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/176904/edit"
"Barbara","Hendricks","female","SPD","Verwaltungsgesellschaft Bürohaus Berlin Stresemannstr./Wilhelmstr. mbH","","","12/17/2013 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/176906/edit"
"Gustav","Herzog","male","SPD","""Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen""","Stellv. Mitglied des Infrastrukturbeirates Schiene","","","","0","","","https://www.abgeordnetenwatch.de/node/178375/edit"
"Gustav","Herzog","male","SPD","Donnersbergkreis","Mitglied des Kreistages","","","","0","","","https://www.abgeordnetenwatch.de/node/178377/edit"
"Gustav","Herzog","male","SPD","Gemeinde Zellertal","Mitglied des Gemeinderates","","","","0","","","https://www.abgeordnetenwatch.de/node/178380/edit"
"Gustav","Herzog","male","SPD","Allgemeiner Deutscher Automobil-Club e.V. (ADAC)","Mitglied des Ehrenhofes","","","","0","","","https://www.abgeordnetenwatch.de/node/178381/edit"
"Stefan Dr.","Heck","male","CDU","Landkreis Marburg-Biedenkopf","Mitglied des Kreistages","","","","0","","","https://www.abgeordnetenwatch.de/node/176776/edit"
"Stefan Dr.","Heck","male","CDU","Schlichtungsstelle der Rechtsanwaltschaft","Mitglied des Beirates","","","","0","","","https://www.abgeordnetenwatch.de/node/176777/edit"
"Stefan Dr.","Heck","male","CDU","Stadt Amöneburg","Stadtverordneter","","","","0","","","https://www.abgeordnetenwatch.de/node/176778/edit"
"Dirk","Heidenblut","male","SPD","ASB-Betriebs gemeinnützige GmbH Ruhr","Geschäftsführer","","12/31/2013 0:00:00","","0","","","https://www.abgeordnetenwatch.de/node/177215/edit"
